33.959999,30.699999,39.320000,43.439999,39.639999,34.139999,32.180000,25.340000,22.299999,22.020000,21.400000,21.100000,25.599998,19.139999,13.040000,12.540000,13.040000,11.440000,14.020000,15.339999,13.540000,8.080000,5.100000,6.260000,6.260000,6.260000,7.240000,8.080000,10.860000,12.540000,10.219999,7.240000,5.100000,5.100000,3.620000,5.100000,3.620000,10.219999,12.000000,14.020000,11.440000,8.080000,5.100000,9.559999,10.860000,10.219999,5.100000,8.860000,5.100000,5.100000,7.240000,9.559999,6.260000,16.980000,12.000000,12.540000,8.080000,7.240000,3.620000,0.000000,0.000000,3.620000,5.100000,7.240000,8.080000,9.559999,9.559999,9.559999,9.559999,9.559999,9.559999,8.860000,8.860000,8.080000,7.240000,6.260000,5.100000,5.100000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
45.500000,33.360001,27.799999,25.840000,22.879999,17.719999,20.459999,17.719999,17.719999,12.540000,10.860000,9.559999,9.559999,3.620000,5.100000,13.040000,10.860000,9.559999,11.440000,8.080000,9.559999,10.219999,9.559999,9.559999,9.559999,8.860000,7.240000,7.240000,7.240000,8.860000,8.860000,8.080000,8.080000,8.860000,9.559999,9.559999,9.559999,9.559999,8.860000,8.860000,10.219999,10.219999,10.860000,10.860000,10.860000,10.860000,9.559999,9.559999,8.860000,8.080000,8.080000,7.240000,6.260000,7.240000,6.260000,5.100000,5.100000,5.100000,5.100000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,3.620000,5.100000,5.100000,5.100000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000
44.180000,31.139999,19.820000,36.559998,58.359997,57.919998,58.039997,48.840000,46.919998,38.480000,31.139999,29.400000,25.599998,25.599998,21.100000,19.480000,20.139999,27.320000,22.600000,13.540000,8.860000,5.100000,0.000000,3.620000,5.100000,13.040000,15.780000,14.480000,13.540000,11.440000,11.440000,12.000000,11.440000,10.860000,9.559999,9.559999,8.860000,8.080000,8.080000,7.240000,7.240000,6.260000,3.620000,5.100000,5.100000,5.100000,5.100000,5.100000,5.100000,5.100000,5.100000,7.240000,7.240000,7.240000,8.080000,8.860000,10.219999,10.860000,11.440000,10.860000,10.860000,10.860000,10.860000,10.860000,10.219999,10.860000,10.860000,9.559999,8.860000,6.260000,5.100000,6.260000,7.240000,7.240000,7.240000,6.260000,5.100000,5.100000,5.100000,3.620000,3.620000,5.100000,3.620000,3.620000,5.100000,5.100000,5.100000,5.100000,5.100000,5.100000,3.620000,0.000000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20.779999,28.260000,17.359999,20.459999,41.259998,43.739998,48.020000,43.579998,39.139999,35.639999,33.759998,29.619999,30.279999,25.599998,26.099998,33.959999,31.340000,30.059999,28.260000,19.480000,16.980000,13.040000,10.219999,13.040000,13.040000,15.339999,14.480000,14.480000,12.540000,12.000000,11.440000,13.540000,14.480000,16.580000,17.719999,19.480000,17.719999,14.920000,12.540000,10.219999,8.860000,6.260000,3.620000,0.000000,0.000000,0.000000,3.620000,5.100000,6.260000,7.240000,8.080000,8.080000,8.860000,8.860000,8.860000,8.080000,8.080000,8.860000,9.559999,8.860000,10.219999,9.559999,9.559999,10.219999,9.559999,8.860000,8.860000,8.860000,8.860000,8.080000,8.080000,8.080000,7.240000,6.260000,6.260000,6.260000,5.100000,5.100000,5.100000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
71.199997,55.379997,40.299999,57.919998,54.660000,60.579998,54.660000,47.739998,40.619999,37.799999,28.039999,28.260000,27.320000,23.459999,35.459999,27.080000,22.879999,21.400000,22.600000,14.920000,12.000000,8.080000,13.040000,14.480000,13.540000,12.540000,8.080000,12.000000,13.540000,15.339999,15.339999,18.100000,20.139999,20.139999,18.100000,16.180000,14.480000,12.540000,10.219999,10.219999,10.219999,10.219999,9.559999,7.240000,6.260000,5.100000,3.620000,6.260000,8.080000,10.219999,12.540000,14.480000,15.339999,16.580000,16.980000,17.359999,16.580000,15.339999,14.480000,13.540000,13.040000,13.040000,11.440000,11.440000,11.440000,10.860000,8.860000,8.080000,8.080000,7.240000,7.240000,5.100000,5.100000,3.620000,3.620000,3.620000,0.000000,0.000000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
98.139999,52.320000,42.520000,42.680000,56.779999,54.660000,56.539997,49.500000,43.119999,35.820000,28.719999,15.339999,13.040000,15.780000,13.540000,13.540000,22.299999,17.359999,8.080000,5.100000,0.000000,3.620000,3.620000,10.219999,13.540000,13.040000,12.540000,10.219999,8.080000,8.080000,8.080000,11.440000,13.040000,14.020000,13.040000,12.000000,10.860000,10.219999,9.559999,10.219999,8.080000,5.100000,3.620000,3.620000,3.620000,5.100000,6.260000,7.240000,7.240000,6.260000,6.260000,6.260000,6.260000,5.100000,5.100000,5.100000,5.100000,3.620000,3.620000,3.620000,5.100000,5.100000,5.100000,3.620000,5.100000,5.100000,5.100000,5.100000,5.100000,5.100000,5.100000,6.260000,6.260000,6.260000,6.260000,7.240000,7.240000,8.080000,8.080000,8.080000,7.240000,8.860000,8.080000,8.080000,8.080000,6.260000,3.620000,5.100000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39.480000,32.180000,21.100000,13.540000,12.000000,16.180000,19.820000,24.539999,24.000000,13.040000,7.240000,5.100000,0.000000,0.000000,3.620000,9.559999,13.040000,10.860000,9.559999,7.240000,8.860000,7.240000,7.240000,6.260000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,3.620000,6.260000,7.240000,8.080000,8.080000,8.080000,7.240000,7.240000,7.240000,7.240000,7.240000,6.260000,8.080000,8.860000,10.219999,11.440000,12.540000,11.440000,10.860000,12.000000,12.000000,10.860000,10.219999,10.219999,8.860000,8.080000,8.860000,8.860000,8.080000,8.080000,7.240000,8.080000,7.240000,7.240000,7.240000,7.240000,6.260000,5.100000,3.620000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37.799999,38.480000,36.200001,32.180000,32.579998,25.340000,30.500000,25.080000,28.959999,14.480000,10.219999,3.620000,0.000000,5.100000,6.260000,12.540000,12.000000,11.440000,12.540000,12.540000,10.219999,13.540000,12.540000,14.920000,14.920000,16.580000,16.180000,15.780000,15.339999,13.540000,12.000000,10.219999,8.860000,8.080000,7.240000,5.100000,3.620000,3.620000,5.100000,5.100000,5.100000,5.100000,6.260000,6.260000,6.260000,5.100000,6.260000,5.100000,6.260000,6.260000,5.100000,3.620000,3.620000,0.000000,3.620000,6.260000,7.240000,8.860000,9.559999,10.860000,12.000000,12.540000,13.540000,13.540000,13.540000,12.000000,12.000000,10.860000,10.860000,10.860000,9.559999,8.860000,8.080000,7.240000,7.240000,6.260000,5.100000,5.100000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.920000,22.020000,30.699999,35.279999,34.340000,33.180000,32.579998,28.500000,19.480000,13.540000,10.860000,13.040000,14.920000,14.020000,18.459999,14.480000,12.000000,10.860000,13.540000,18.799999,16.580000,15.780000,15.339999,12.000000,10.219999,8.080000,7.240000,8.080000,8.080000,9.559999,11.440000,11.440000,11.440000,12.000000,12.000000,11.440000,11.440000,11.440000,12.000000,12.540000,12.000000,10.860000,11.440000,9.559999,8.080000,8.080000,8.080000,8.080000,8.080000,8.080000,7.240000,7.240000,6.260000,6.260000,5.100000,5.100000,5.100000,5.100000,5.100000,5.100000,5.100000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,3.620000,3.620000,3.620000,5.100000,5.100000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39.480000,37.259998,28.719999,21.400000,17.719999,17.719999,24.539999,26.840000,19.480000,14.480000,12.000000,15.339999,20.459999,20.779999,15.339999,12.000000,11.440000,9.559999,8.860000,8.860000,10.860000,10.860000,11.440000,11.440000,13.540000,12.540000,12.000000,12.540000,12.000000,10.860000,10.219999,10.219999,10.219999,9.559999,9.559999,10.219999,10.860000,10.860000,11.440000,9.559999,8.080000,7.240000,5.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,5.100000,6.260000,6.260000,7.240000,8.860000,8.860000,8.860000,9.559999,8.860000,8.080000,8.080000,7.240000,7.240000,6.260000,6.260000,6.260000,5.100000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
