acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z
-0.924224853515625, -0.9998779296875, -0.44207763671875, 0.081207275390625, -0.0146484375, -0.278045654296875
-0.7216796875, -0.9998779296875, -0.491729736328125, 0.03253173828125, -0.05621337890625, -0.017608642578125
-0.9998779296875, -0.9998779296875, -0.644989013671875, -0.0250244140625, -0.14654541015625, 0.3543701171875
-0.9998779296875, 0.18548583984375, 0.025054931640625, -0.0692138671875, -0.229736328125, 0.514251708984375
-0.9998779296875, 0.9998779296875, 0.392425537109375, -0.0821533203125, -0.242431640625, 0.499420166015625
0.256439208984375, 0.9998779296875, 0.9998779296875, 0.093048095703125, -0.146575927734375, 0.17352294921875
-0.367034912109375, 0.9998779296875, 0.348541259765625, -0.046600341796875, 0.042755126953125, -0.286376953125
-0.526031494140625, 0.910430908203125, 0.58941650390625, -0.104583740234375, 0.034423828125, -0.327972412109375
-0.81634521484375, 0.05712890625, 0.4993896484375, -0.040618896484375, 0.049407958984375, -0.368896484375
-0.563385009765625, -0.9998779296875, -0.16326904296875, 0.047821044921875, 0.022064208984375, -0.243408203125
-0.4630126953125, -0.9998779296875, -0.071197509765625, 0.06103515625, -0.002197265625, -0.188995361328125
-0.29840087890625, -0.9998779296875, 0.1031494140625, 0.03167724609375, -0.0345458984375, -0.08868408203125
-0.101959228515625, -0.29290771484375, 0.447113037109375, 0.008453369140625, -0.043426513671875, 0.065216064453125
-0.004425048828125, 0.029876708984375, 0.355621337890625, -0.012725830078125, -0.021270751953125, 0.064300537109375
0.0648193359375, 0.142425537109375, 0.319000244140625, -0.01123046875, -0.01116943359375, 0.045989990234375
0.0894775390625, 0.090576171875, 0.32318115234375, -0.012939453125, -0.001953125, -0.00244140625
0.072418212890625, -0.002960205078125, 0.352325439453125, -0.00732421875, 0.0013427734375, -0.010101318359375
0.05621337890625, -0.101776123046875, 0.32550048828125, 0.01318359375, 0.00787353515625, -0.004974365234375
0.048431396484375, -0.0626220703125, 0.274688720703125, 0.00384521484375, 0.0135498046875, 0.003997802734375
0.047607421875, -0.068695068359375, 0.27227783203125, -0.00115966796875, 0.014373779296875, 0.0042724609375
0.026092529296875, -0.096038818359375, 0.25384521484375, -0.008392333984375, 0.016357421875, 0.005706787109375
0.052978515625, -0.0601806640625, 0.200164794921875, -0.011932373046875, 0.010284423828125, 0.0125732421875
0.056304931640625, -0.045654296875, 0.183929443359375, -0.0130615234375, 0.00677490234375, 0.01336669921875
0.078887939453125, 0.0057373046875, 0.11492919921875, 0.0047607421875, -0.021392822265625, 0.008392333984375
0.03662109375, -0.0810546875, 0.404266357421875, 0.009918212890625, -0.02838134765625, 0.004150390625
0.05133056640625, -0.091400146484375, 0.35089111328125, 0.0191650390625, -0.00946044921875, 0.010345458984375
0.0394287109375, -0.05865478515625, 0.2183837890625, 0.003936767578125, 0.007568359375, 0.021881103515625
0.0352783203125, 0.027862548828125, 0.24932861328125, -0.02227783203125, 0.0069580078125, 0.022613525390625
0.02691650390625, 0.05145263671875, 0.246002197265625, -0.022796630859375, 0.008148193359375, 0.01507568359375
0.039093017578125, 0.038330078125, 0.250396728515625, -0.016632080078125, 0.006622314453125, 0.008544921875
0.0333251953125, -0.000701904296875, 0.239990234375, 0.003875732421875, 0.00567626953125, 0.004058837890625
0.03900146484375, -0.00103759765625, 0.21636962890625, 0.0062255859375, 0.00616455078125, 0.004425048828125
0.04205322265625, -0.023162841796875, 0.19384765625, 0.008453369140625, 0.00201416015625, 0.0045166015625
0.03509521484375, -0.029296875, 0.20428466796875, 0.0010986328125, -0.001190185546875, 0.005523681640625
0.04742431640625, -0.03662109375, 0.20947265625, -0.000213623046875, -0.002105712890625, 0.005218505859375
0.042938232421875, -0.0537109375, 0.216094970703125, 0.00177001953125, -0.003204345703125, 0.00592041015625
0.04290771484375, -0.0025634765625, 0.248504638671875, -0.007232666015625, -0.001739501953125, 0.00225830078125
0.045379638671875, 0.00042724609375, 0.25360107421875, -0.00628662109375, -0.00115966796875, 0.00152587890625
0.04571533203125, 0.005157470703125, 0.253082275390625, -0.004486083984375, 0.0003662109375, -0.0006103515625
0.045166015625, -0.001922607421875, 0.2298583984375, -0.000274658203125, 0.00091552734375, -0.003204345703125
0.060546875, -0.001617431640625, 0.237579345703125, -0.001708984375, 0.000244140625, -0.003570556640625
0.0484619140625, -0.0081787109375, 0.2567138671875, -0.006500244140625, -0.0001220703125, -0.00439453125
0.0467529296875, -0.011962890625, 0.2783203125, -0.007232666015625, 0.00372314453125, -0.003173828125
0.044586181640625, -0.00701904296875, 0.283233642578125, -0.006988525390625, 0.004669189453125, -0.003021240234375
