acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z
0.101043701171875, -0.86627197265625, -0.979034423828125, -0.036590576171875, -0.0302734375, 0.0211181640625
-0.952392578125, -0.9998779296875, -0.911224365234375, 0.1370849609375, -0.278411865234375, 0.161865234375
-0.9998779296875, -0.9998779296875, 0.9998779296875, 0.32916259765625, -0.480743408203125, 0.4293212890625
-0.9998779296875, -0.9998779296875, 0.9998779296875, 0.280548095703125, -0.45294189453125, 0.5052490234375
-0.9998779296875, 0.997894287109375, 0.9998779296875, 0.105926513671875, -0.0784912109375, 0.60101318359375
-0.9998779296875, 0.9998779296875, -0.3134765625, 0.02947998046875, 0.413726806640625, 0.100189208984375
-0.60455322265625, 0.69305419921875, -0.397064208984375, 0.033782958984375, 0.368408203125, 0.004486083984375
-0.034698486328125, -0.030609130859375, -0.9998779296875, 0.044219970703125, 0.2479248046875, 0.004547119140625
0.095367431640625, 0.5565185546875, -0.730133056640625, -0.102935791015625, -0.026092529296875, 0.0010986328125
0.09991455078125, 0.60113525390625, -0.36083984375, -0.12158203125, -0.088714599609375, -0.021087646484375
0.03582763671875, 0.530029296875, 0.29156494140625, -0.0989990234375, -0.123626708984375, -0.07403564453125
0.0416259765625, 0.19366455078125, 0.357147216796875, -0.14569091796875, -0.04107666015625, -0.124420166015625
0.0673828125, 0.089385986328125, 0.19012451171875, -0.142486572265625, -0.01898193359375, -0.12567138671875
0.11309814453125, 0.05340576171875, -0.312255859375, -0.11981201171875, -0.001739501953125, -0.11114501953125
-0.077880859375, 0.0750732421875, -0.905303955078125, -0.036651611328125, -0.15264892578125, -0.088226318359375
-0.180419921875, 0.087890625, -0.814849853515625, -0.046966552734375, -0.1973876953125, -0.085052490234375
-0.3516845703125, 0.405975341796875, -0.3343505859375, -0.060577392578125, -0.2742919921875, -0.075592041015625
-0.70721435546875, -0.113006591796875, 0.403228759765625, 0.11175537109375, -0.31317138671875, -0.149810791015625
-0.703277587890625, -0.32720947265625, 0.754730224609375, 0.110015869140625, -0.30224609375, -0.15301513671875
-0.5589599609375, -0.503173828125, 0.9998779296875, 0.070770263671875, -0.229705810546875, -0.1202392578125
