acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z
-0.44989013671875, -0.57373046875, -0.9998779296875, -0.056915283203125, -0.248382568359375, -0.091644287109375
-0.6761474609375, -0.928192138671875, -0.9998779296875, 0.025146484375, -0.312164306640625, -0.06219482421875
-0.9998779296875, -0.9998779296875, -0.694183349609375, 0.138763427734375, -0.417205810546875, 0.034881591796875
-0.9998779296875, -0.029388427734375, 0.9998779296875, -0.052276611328125, -0.48040771484375, 0.2081298828125
-0.8189697265625, 0.634857177734375, 0.9998779296875, -0.062713623046875, -0.36798095703125, 0.2220458984375
-0.365325927734375, 0.9998779296875, 0.9998779296875, -0.084136962890625, 0.06298828125, 0.128997802734375
-0.4295654296875, 0.2923583984375, 0.094940185546875, -0.06243896484375, 0.195556640625, -0.158966064453125
-0.322723388671875, 0.029754638671875, 0.50372314453125, -0.052734375, 0.179962158203125, -0.15948486328125
-0.33209228515625, 0.01300048828125, 0.50665283203125, -0.025360107421875, 0.19952392578125, -0.1455078125
-0.18853759765625, -0.11676025390625, -0.19732666015625, -0.004974365234375, 0.207000732421875, -0.114227294921875
-0.1424560546875, -0.0762939453125, -0.203338623046875, -0.01043701171875, 0.1915283203125, -0.0965576171875
-0.177459716796875, 0.033599853515625, -0.567352294921875, -0.01031494140625, 0.18084716796875, -0.083526611328125
-0.0750732421875, 0.108184814453125, -0.9998779296875, -0.051666259765625, 0.085174560546875, -0.0791015625
-0.15045166015625, 0.034149169921875, -0.9998779296875, -0.079986572265625, 0.00146484375, -0.096435546875
-0.439483642578125, -0.802032470703125, -0.9998779296875, -0.033447265625, -0.19647216796875, -0.1138916015625
-0.9998779296875, -0.99786376953125, -0.1329345703125, 0.02667236328125, -0.575836181640625, 0.140411376953125
-0.9998779296875, -0.528839111328125, 0.9998779296875, 0.00262451171875, -0.60955810546875, 0.198760986328125
-0.998565673828125, 0.9998779296875, 0.9998779296875, -0.089935302734375, -0.45025634765625, 0.2279052734375
-0.368499755859375, 0.9813232421875, -0.16680908203125, -0.068939208984375, 0.15753173828125, -0.14642333984375
-0.228302001953125, -0.006195068359375, -0.156768798828125, -0.054840087890625, 0.091888427734375, -0.182220458984375
-0.02374267578125, -0.658721923828125, 0.234771728515625, 0.047515869140625, 0.023712158203125, -0.11590576171875
0.043426513671875, -0.335601806640625, 0.028350830078125, 0.06463623046875, 0.026763916015625, -0.0111083984375
0.063934326171875, -0.247772216796875, -0.022796630859375, 0.056610107421875, 0.020904541015625, 0.002838134765625
0.076507568359375, -0.16131591796875, -0.0179443359375, 0.037506103515625, 0.000823974609375, 0.014678955078125
0.047454833984375, -0.07171630859375, 0.215484619140625, 0.012115478515625, -0.025665283203125, 0.021087646484375
