Script started on Mon Aug 12 13:16:10 2019
[?1034hbash-3.2$ exitscreen ${DEVICENAME} 115200
[?1049h[!p[?3;4l[4l>[4l[?1h=[0m(B[1;74r[H[2J[H[2J










-,-,-
-689.0,669.0,758.0
-624.0,1197.0,293.0
-408.0,1396.0,104.0
-407.0,947.0,463.0
-410.0,276.0,645.0
-584.0,-1604.0,728.0
-575.0,-1822.0,258.0
301.0,-1683.0,154.0
1744.0,1882.0,836.0
1106.0,1961.0,1420.0
699.0,2001.0,1365.0
762.0,920.0,-658.0
404.0,-560.0,-750.0
5.0,-1300.0,-151.0
846.0,-776.0,2040.0
729.0,632.0,1783.0
505.0,1336.0,460.0
658.0,2040.0,1362.0
709.0,838.0,930.0
280.0,-601.0,-448.0
350.0,-2040.0,-672.0
387.0,-1379.0,684.0
245.0,276.0,1362.0
184.0,2040.0,1538.0
497.0,2040.0,-10.0
576.0,1767.0,-1025.0
564.0,-2040.0,-722.0
262.0,-2040.0,659.0
329.0,-830.0,1350.0
-348.0,2040.0,2040.0
181.0,2040.0,1368.0
277.0,1684.0,-333.0
-242.0,-2040.0,-2040.0
-152.0,-2040.0,-31.0
45.0,-797.0,1005.0
342.0,2040.0,890.0
264.0,2040.0,148.0
14.0,957.0,150.0
-780.0,-2040.0,1946.0
-625.0,-1019.0,1713.0
-516.0,232.0,999.0
-522.0,514.0,484.0
-574.0,98.0,727.0
-563.0,7.0,758.0
-480.0,484.0,858.0
-490.0,494.0,640.0
-528.0,228.0,728.0
-518.0,198.0,1056.0
-511.0,287.0,941.0
-516.0,374.0,839.0
-526.0,470.0,828.0
-543.0,403.0,669.0
-539.0,292.0,780.0
-488.0,482.0,916.0
-510.0,348.0,827.0
-519.0,362.0,843.0
-526.0,294.0,666.0
-532.0,321.0,753.0
-517.0,329.0,760.0


















 -,-,-
-615.0,137.0,935.0
-521.0,426.0,780.0
-528.0,132.0,420.0
-329.0,346.0,607.0
-245.0,262.0,476.0
230.0,206.0,-192.0
301.0,865.0,331.0
312.0,1453.0,403.0
344.0,2040.0,614.0
487.0,2028.0,281.0
633.0,1901.0,-53.0
820.0,810.0,-496.0
727.0,136.0,-627.0
389.0,-900.0,-292.0
196.0,-1504.0,-318.0
328.0,-765.0,184.0
333.0,517.0,986.0
206.0,1608.0,708.0
356.0,1824.0,871.0
460.0,1932.0,730.0
696.0,2040.0,28.0
805.0,1803.0,83.0
667.0,913.0,-87.0
92.0,-326.0,-248.0
79.0,-396.0,-350.0
50.0,-435.0,-323.0
16.0,-1020.0,-116.0
53.0,-1102.0,361.0
141.0,-788.0,917.0
304.0,896.0,1906.0
331.0,1468.0,1973.0
255.0,1413.0,1914.0
34.0,472.0,1302.0
21.0,345.0,1381.0
48.0,337.0,1301.0
86.0,518.0,1000.0
51.0,389.0,938.0
20.0,229.0,913.0
-42.0,94.0,840.0
-74.0,307.0,990.0
-91.0,86.0,863.0
-142.0,36.0,1130.0
-88.0,235.0,1052.0
-129.0,263.0,1038.0
-98.0,218.0,964.0
-114.0,267.0,1004.0
-103.0,201.0,982.0
-136.0,292.0,990.0
-144.0,280.0,1066.0
-148.0,163.0,997.0
-168.0,206.0,1012.0


















 -,-,-
-390.0,382.0,942.0
-393.0,632.0,965.0
-368.0,1086.0,1280.0
-392.0,902.0,1119.0
-489.0,617.0,1061.0
-394.0,730.0,940.0
-472.0,413.0,796.0
-684.0,-404.0,809.0
-850.0,-1138.0,1452.0
-678.0,-973.0,1448.0
-514.0,-1195.0,1334.0
128.0,-1910.0,650.0
550.0,-1380.0,241.0
883.0,285.0,-215.0
784.0,2040.0,36.0
672.0,2040.0,356.0
595.0,2040.0,398.0
576.0,1772.0,1182.0
349.0,1034.0,1611.0
14.0,228.0,1820.0
-614.0,-1692.0,2040.0
-612.0,-1812.0,2020.0
-421.0,-1735.0,1591.0
136.0,-786.0,658.0
296.0,-444.0,498.0
467.0,128.0,385.0
600.0,1436.0,-44.0
565.0,1642.0,-71.0
534.0,1793.0,-4.0
426.0,1504.0,1012.0
436.0,1515.0,1250.0
304.0,815.0,1488.0
-160.0,-578.0,1998.0
-165.0,-374.0,2010.0
-73.0,-99.0,1822.0
-58.0,-30.0,1304.0
-44.0,202.0,1018.0
-53.0,229.0,919.0
-120.0,-44.0,1028.0
-96.0,180.0,963.0
-107.0,185.0,920.0
-102.0,296.0,936.0
-102.0,266.0,982.0
-102.0,289.0,984.0
-92.0,378.0,996.0
-49.0,566.0,1012.0
-122.0,190.0,1047.0
-80.0,264.0,986.0
-99.0,195.0,1017.0
-98.0,202.0,1005.0
-122.0,202.0,1002.0
-128.0,244.0,993.0
-139.0,224.0,1191.0
-122.0,252.0,834.0
-117.0,313.0,1072.0
-116.0,217.0,984.0
-124.0,278.0,1054.0
-118.0,231.0,1026.0
-126.0,198.0,1010.0
-118.0,264.0,1112.0


















 -,-,-
-637.0,269.0,859.0
-725.0,333.0,990.0
-846.0,266.0,1142.0
-678.0,557.0,1290.0
-479.0,1039.0,956.0
10.0,1834.0,364.0
55.0,1622.0,294.0
193.0,1420.0,-202.0
606.0,1020.0,-1234.0
698.0,794.0,-1089.0
637.0,357.0,-509.0
136.0,-346.0,440.0
26.0,-332.0,445.0
-201.0,-624.0,992.0
-600.0,-564.0,2040.0
-545.0,-85.0,2040.0
-488.0,418.0,2040.0
-118.0,960.0,1612.0
73.0,1156.0,909.0
306.0,1418.0,362.0
648.0,2040.0,32.0
646.0,1982.0,4.0
592.0,1757.0,-161.0
488.0,986.0,-240.0
464.0,890.0,-192.0
427.0,760.0,30.0
268.0,86.0,690.0
133.0,-209.0,799.0
18.0,-325.0,882.0
-166.0,-230.0,1374.0
-192.0,-246.0,1462.0
-155.0,-263.0,1646.0
-28.0,376.0,1988.0
82.0,614.0,1789.0
209.0,827.0,1516.0
526.0,1148.0,1386.0
614.0,1275.0,1223.0
626.0,1367.0,1004.0
292.0,752.0,818.0
205.0,614.0,744.0
136.0,608.0,772.0
44.0,404.0,928.0
32.0,325.0,923.0
19.0,220.0,901.0
-82.0,-118.0,874.0
-58.0,74.0,875.0
-46.0,146.0,955.0
-8.0,436.0,916.0
-39.0,448.0,1184.0
-63.0,257.0,1069.0
-38.0,154.0,996.0
-40.0,150.0,1002.0
-28.0,171.0,927.0
-14.0,224.0,1182.0
-38.0,166.0,1130.0
-54.0,146.0,1107.0
-74.0,164.0,1048.0
-77.0,127.0,992.0
-40.0,244.0,1036.0
-76.0,138.0,1042.0


















 -,-,-
-383.0,27.0,1060.0
-306.0,228.0,947.0
0.0,270.0,772.0
-36.0,317.0,685.0
-36.0,613.0,430.0
-206.0,284.0,306.0
-179.0,625.0,458.0
-70.0,799.0,410.0
480.0,1820.0,1120.0
524.0,1641.0,766.0
733.0,1406.0,272.0
1122.0,2040.0,-102.0
1012.0,1747.0,-316.0
1003.0,1214.0,-428.0
960.0,780.0,-1460.0
890.0,734.0,-954.0
786.0,216.0,-563.0
400.0,-652.0,-722.0
416.0,-493.0,-673.0
417.0,-638.0,-531.0
236.0,-86.0,112.0
224.0,-35.0,241.0
250.0,266.0,168.0
330.0,736.0,-8.0
446.0,1204.0,-255.0
687.0,1622.0,-671.0
940.0,2040.0,-1252.0
974.0,2040.0,-1092.0
1016.0,1774.0,-951.0
1128.0,820.0,-1424.0
1143.0,676.0,-1349.0
1127.0,222.0,-1416.0
928.0,-764.0,-1056.0
843.0,-720.0,-1142.0
727.0,-571.0,-993.0
346.0,-730.0,-346.0
282.0,-586.0,96.0
216.0,-246.0,349.0
104.0,82.0,390.0
61.0,-4.0,635.0
105.0,-4.0,1155.0
440.0,2040.0,1342.0
421.0,1979.0,1156.0
469.0,1811.0,910.0
310.0,1226.0,514.0
318.0,1330.0,663.0
347.0,1235.0,759.0
386.0,1112.0,608.0
319.0,934.0,548.0
243.0,983.0,620.0
138.0,1044.0,726.0
120.0,817.0,772.0
73.0,640.0,830.0
-14.0,302.0,824.0
-15.0,577.0,792.0
-33.0,643.0,773.0
-76.0,536.0,856.0
-90.0,553.0,844.0
-104.0,518.0,861.0
-134.0,434.0,952.0
-111.0,490.0,945.0
-92.0,476.0,883.0
-56.0,470.0,938.0
-76.0,449.0,917.0
-82.0,449.0,939.0
-66.0,404.0,958.0
-74.0,404.0,980.0
-58.0,460.0,999.0
-94.0,494.0,1004.0
-80.0,440.0,946.0


















 -,-,-
-381.0,550.0,955.0
-343.0,660.0,930.0
-398.0,966.0,818.0
-349.0,932.0,731.0
-429.0,740.0,564.0
-274.0,706.0,342.0
-258.0,600.0,317.0
-121.0,524.0,-57.0
28.0,650.0,-960.0
80.0,691.0,-753.0
232.0,826.0,-317.0
176.0,1328.0,-566.0
98.0,1233.0,-136.0
114.0,1300.0,367.0
442.0,1282.0,-228.0
678.0,1661.0,-891.0
874.0,1660.0,-1425.0
1256.0,968.0,-2040.0
1338.0,600.0,-1775.0
1138.0,-342.0,-1033.0
436.0,-1324.0,-168.0
448.0,-1106.0,256.0
347.0,-161.0,1148.0
94.0,1378.0,806.0
73.0,1271.0,556.0
271.0,1656.0,119.0
652.0,2040.0,-1524.0
748.0,2040.0,-1760.0
897.0,1940.0,-1759.0
1016.0,1222.0,-1420.0
936.0,524.0,-1258.0
766.0,-274.0,-1203.0
568.0,-1042.0,412.0
461.0,-688.0,856.0
371.0,-51.0,1160.0
294.0,122.0,742.0
307.0,264.0,1050.0
